논문명,저자명,발행연도,인용된 총 횟수,참고문헌 수,소속기관,소속기관_정규화,주제분야,학술지명,발행기관명,주제어,키워드_정규화,URL,논문 ID,초록,영어초록,참고문헌목록,DOI,언어,호,등재구분,지도교수,학위구분,해외_학맥_여부,지도교수_국가
스피노자의 이성주의 윤리와 자유 : 칸트의 사상과 연관하여,변영진,2022,0,23,제주대학교,국립제주대학교,학제간연구,倫理硏究,한국윤리학회,"이성주의 윤리, 자유, 능동감정, 덕 윤리, 스피노자","능동감정, 덕 윤리, 스피노자, 이성주의 윤리, 자유",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002853906,ART002853906,,,,,,,,,,,
현대의 탈진실(Post-Truth) 현상에 대한 수용자 중심의 기독교 덕(德)윤리학적 고찰,박덕현,2025,0,97,장로회신학대학교,장로회신학대학교,기독교신학,한국기독교신학논총,한국기독교학회,"덕의 계시성, 덕의 자기소멸성, 덕의 해산하는 시간성, 탈진실 현상, 수용자 중심의 덕","덕의 계시성, 덕의 자기소멸성, 덕의 해산하는 시간성, 수용자 중심의 덕, 탈진실 현상",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART003225532,ART003225532,,,,,,,,,,,
『장자』에서 유가 비판론의 현대 윤리학적 고찰,황인석,2025,0,31,성균관대학교 유교문화연구소,성균관대학교,교육학,교육철학,한국교육철학회,"장자, 논어, 유가, 덕윤리","논어, 덕윤리, 유가, 장자",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART003250131,ART003250131,,,,,,,,,,,
나치의 용감함과 덕의 통일성에 대한 아리스토텔레스에 기초한 덕 윤리의 해명,장동익,2022,0,12,공주교육대학교,공주교육대학교,기타인문학,인문과학,인문학연구원,"덕의 통일성, 실천적 지혜, 자연적 덕, 엄밀한 의미의 덕, 용기","덕의 통일성, 실천적 지혜, 엄밀한 의미의 덕, 용기, 자연적 덕",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002870764,ART002870764,,,,,,,,,,,
혈액 기부의 유학적 접근에 관한 연구,배병대,2022,0,14,강원대학교,국립강원대학교,기타사회과학,인문사회 21,인문사회 21,"혈액 기부, 『주역』, 우환 의식, 덕윤리, 민오동포","『주역』, 덕윤리, 민오동포, 우환 의식, 혈액 기부",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002908581,ART002908581,,,,,,,,,,,
K리그 서포터즈 폭력의 윤리적 고찰과 제도적 대응,김성윤,2025,0,29,국민대학교,국민대학교,스포츠철학,스포츠와 윤리,스포츠윤리연구소,"K리그, 서포터즈, 폭력, 공리주의, 의무론, 덕 윤리","K리그, 공리주의, 덕 윤리, 서포터즈, 의무론, 폭력",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART003260085,ART003260085,,,,,,,,,,,
기독교 성품교육 교수방법 연구: 스탠리 하우어워스와 사라 리틀을 중심으로,김희영,2024,0,38,장로회신학대학교,장로회신학대학교,기독교신학,기독교교육정보,한국기독교교육정보학회,"스탠리 하우어워스, 사라 리틀, 성품 교육, 덕 윤리, 교수 방법","교수 방법, 덕 윤리, 사라 리틀, 성품 교육, 스탠리 하우어워스",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART003070321,ART003070321,,,,,,,,,,,
ESG 경영의 죄수의 딜레마 상황과 윤리적 해결 방안에 대한 연구,박윤진,2024,0,15,명지대학교 일반대학원 철학과,명지대학교,기타인문학,인문과학연구논총,인문과학연구소,"ESG, 도덕적 해이, 죄수의 딜레마, 덕 윤리, 반성적 평형","ESG, 덕 윤리, 도덕적 해이, 반성적 평형, 죄수의 딜레마",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART003085493,ART003085493,,,,,,,,,,,
칼뱅의 ‘제자도에 근거한 사회적 영성’ - 덕 윤리의 조망,문시영,2025,0,30,남서울대학교,남서울대학교,기독교신학,기독교사회윤리,한국기독교사회윤리학회,"제자도, 사회적 영성, 책임, 소통, 공감, 환대","공감, 사회적 영성, 소통, 제자도, 책임, 환대",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART003201298,ART003201298,,,,,,,,,,,
주희와 왕양명의 덕윤리와 덕인식론: 격물의 철학적 인간학에 관하여,이찬,2023,3,32,고려대학교,고려대학교,철학,유학연구,유학연구소,"격물, 주희, 왕양명, 철학적 인간론, 덕인식론, 합내외지도(合內外之道), 지행합일(知行合一)","合內外之道, 知行合一, 격물, 덕인식론, 왕양명, 주희, 지행합일, 철학적 인간론, 합내외지도",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART003017859,ART003017859,,,,,,,,,,,
인공지능과 커먼스 -행위자-연결망과 덕의 형성-,김희준,2025,0,39,숭실대학교,숭실대학교,철학일반,기독교철학,한국기독교철학회,"인류세, 인공지능, 커먼스, 행위자-연결망 이론, 덕 윤리","덕 윤리, 인공지능, 인류세, 커먼스, 행위자-연결망 이론",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART003236059,ART003236059,,,,,,,,,,,
사회적 삼위일체론의 윤리적 함의와 쟁점 - 페도로프의 테제에 대한 비판적 평가와 케노시스적 대안,윤영돈,2025,0,57,인천대학교,인천대학교,기독교신학,기독교사회윤리,한국기독교사회윤리학회,"사회적 삼위일체, 페도로프 테제, 덕 윤리, 케노시스, 지지울라스, 몰트만","덕 윤리, 몰트만, 사회적 삼위일체, 지지울라스, 케노시스, 페도로프 테제",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART003297189,ART003297189,,,,,,,,,,,
사이버 공간의 도덕교육: 사이버지혜의 적용 가능성,김향희,2025,0,42,오산중학교,오산중학교,교육학,도덕윤리과교육,한국도덕윤리과교육학회,"사이버지혜, 디지털 윤리, 덕 윤리, 도덕교육, 실천적 지혜, 디지털 시민성","덕 윤리, 도덕교육, 디지털 시민성, 디지털 윤리, 사이버지혜, 실천적 지혜",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART003267445,ART003267445,,,,,,,,,,,
흄의 도덕론에 대한 두 수준 덕 기반 공리주의 해석,권오영,2026,0,0,한국교원대학교,한국교원대학교,학제간연구,倫理硏究,한국윤리학회,"흄, 덕 윤리, 공리주의, 성품 공리주의, 두 수준 덕 기반 공리주의","공리주의, 덕 윤리, 두 수준 덕 기반 공리주의, 성품 공리주의, 흄",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART003316976,ART003316976,"흄의 도덕론은 도덕적 평가의 주된 대상을 성품 및 동기로 삼는다는 점, 도덕적 판단의 기준을 유덕자인 진정한 판단자의 공통의 평결로 삼는다는 점에서 덕 윤리적 요소를 포함하는 이론이다. 또한, 흄의 도덕론은 공리를 도덕적 판단의 객관적이고 외재적인 기준으로 삼는다는 점에서 공리주의적인 요소도 갖는다. 두 가지 규범 윤리적 요소를 포함하는 흄의 도덕론은 이론적 정체성에 대한 해석 문제를 지속적으로 낳았다. 연구자는 도덕적 판단의 기준인 진정한 판단자의 평결과 공리가 증거적 관계라는 점, 흄이 덕과 공리의 상충 문제와 덕들의 상충 문제를 공리에 의해 해결했다는 점을 들어, 흄의 도덕론이 공리주의 이론이라는 것을 밝힐 것이다. 이어서, 흄의 도덕론에 대한 공리주의 해석에 반대하는 완드의 비판을 검토하고, 흄의 저작을 토대로 반비판하고자 한다. 또한, 이러한 과정을 통해 드러난 흄의 도덕론이 일상생활에서는 성품 공리주의와 마찬가지로 덕을 옳음의 기준으로 삼지만, 덕과 공리가 상충할 경우 궁극적으로 공리를 도덕적 기준으로 확립하기 때문에, 그의 도덕론의 성격을 두 수준 덕 기반 공리주의로 규정하고자 한다.",,,http://dx.doi.org/10.15801/je.1.152.202603.169,한국어,152,,,,,
덕 윤리와 칸트 윤리- 덕 윤리의 문제제기에 대한 칸트 윤리적 대응 -,박찬구,2004,17,20,서울대학교,서울대학교,학제간연구,倫理硏究,한국윤리학회,"덕 윤리, 칸트 의무론, 근대 의무윤리학, 신 아리스토텔레스주의.","근대 의무윤리학, 덕 윤리, 신 아리스토텔레스주의., 칸트 의무론",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART000929494,ART000929494,,,,,,,,,,,
선진유가와 덕 윤리,이장희,2014,10,25,경인교육대학교,경인교육대학교,유교학,퇴계학보,퇴계학연구원,"선진 유가, 덕 윤리, 공자, 맹자, 향원, 정치 사상, 윤리학","공자, 덕 윤리, 맹자, 선진 유가, 윤리학, 정치 사상, 향원",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART001942818,ART001942818,,,,,,,,,,,
"‘아셔리즘’에 대한 철학적 분석 - 아리스토텔레스, 어거스틴, 버틀러를 중심으로",김종원,2025,0,17,나사렛대학교,나사렛대학교,철학,칸트연구,한국칸트학회,"번영, 아셔르, 행복, 엘렌 채리, 덕 윤리","덕 윤리, 번영, 아셔르, 엘렌 채리, 행복",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART003278417,ART003278417,,,,,,,,,,,
"비대칭성, 아레테적 평가어, 그리고 덕 윤리 - Michael Slote의 덕 윤리에 대한 비판과 옹호 -",장동익,2016,2,11,공주교육대학교,공주교육대학교,기타인문학,인문과학,인문학연구원,"덕 윤리, 아레테, 비대칭, 마이클 슬로트, 경탄할만함","경탄할만함, 덕 윤리, 마이클 슬로트, 비대칭, 아레테",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002088810,ART002088810,,,,,,,,,,,
"수도원에 들어간 제자도, 사회적 영성의 퇴거인가?- 베네딕투스를 중심으로",문시영,2024,1,34,남서울대학교,남서울대학교,기독교신학,기독교사회윤리,한국기독교사회윤리학회,"제자도, 덕 윤리, 사회적 영성, 수도원, 환대","덕 윤리, 사회적 영성, 수도원, 제자도, 환대",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART003079172,ART003079172,,,,,,,,,,,
덕 윤리의 환경 윤리적 함의,장동익,2010,5,10,공주교육대학교,공주교육대학교,철학,범한철학,범한철학회,"환경윤리, 덕 윤리, 환경적 덕, 성품. 환경영웅","덕 윤리, 성품. 환경영웅, 환경윤리, 환경적 덕",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART001452246,ART001452246,,,,,,,,,,,
덕 윤리와 생명윤리: 안락사와 낙태에 관한 덕 윤리의 적용,김요한,2004,1,0,전북대학교,전북대학교,철학,범한철학,범한철학회,"덕 윤리, 안락사, 낙태","낙태, 덕 윤리, 안락사",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART000951763,ART000951763,,,,,,,,,,,
쇼펜하우어의 윤리에 대한 선禪불교적 접근 -쇼펜하우어의 의지와 지눌의 불성을 중심으로-,김종용,2023,0,22,동국대학교 WISE(와이즈)캠퍼스 불교사회문화연구원,동국대학교,불교학,한마음연구,대행선연구원,"지눌, 선불교, 불교 윤리, 수행론, 쇼펜하우어, ‘덕’ 윤리, 의지","‘덕’ 윤리, 불교 윤리, 선불교, 쇼펜하우어, 수행론, 의지, 지눌",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002989470,ART002989470,,,,,,,,,,,
스포츠에서의 덕 윤리 적용 가능성 연구: A. MacIntyre 덕 윤리에서 ‘실천’ 개념을 중심으로,이지항,2015,10,18,성균관대학교,성균관대학교,기독교신학,기독교사회윤리,한국기독교사회윤리학회,"스포츠, 덕, A. 맥킨타이어, 덕 윤리, 실천, 행자 심 윤리, 스포츠 교육","A. 맥킨타이어, 덕, 덕 윤리, 스포츠, 스포츠 교육, 실천, 행자 심 윤리",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART001986964,ART001986964,,,,,,,,,,,
인격특질에 대한 상황주의 비판의 재조명과 도덕교육적 함의,이기연,2023,1,94,서울대학교,서울대학교,교육학,도덕윤리과교육,한국도덕윤리과교육학회,"인격, 인격특질, 상황주의, 아리스토텔레스, 덕윤리, 도덕교육","덕윤리, 도덕교육, 상황주의, 아리스토텔레스, 인격, 인격특질",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002932585,ART002932585,,,,,,,,,,,
성격과 덕 윤리학,이태수,2018,1,17,인천대학교,인천대학교,철학,인간.환경.미래,인간환경미래연구원,"성격, 성향, 덕, 덕 윤리, 사회심리학","덕, 덕 윤리, 사회심리학, 성격, 성향",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002399923,ART002399923,,,,,,,,,,,
"덕 윤리, 유교 윤리 그리고 도덕 교육",장동익,2016,5,14,공주교육대학교,공주교육대학교,교육학,도덕윤리과교육,한국도덕윤리과교육학회,"덕 윤리, 의무 윤리, 유교 윤리, 성품 평가, 도덕 교육","덕 윤리, 도덕 교육, 성품 평가, 유교 윤리, 의무 윤리",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002110639,ART002110639,,,,,,,,,,,
"연민(compassion)은 윤리적 고려의 대상인가? -공감, 연민, 과잉 공감의 문제화-",김분선,2022,5,14,중앙대학교,중앙대학교,서양철학,현대유럽철학연구,한국하이데거학회,"연민, 공감, 윤리적 질료, 타자화, 덕윤리, 감정","감정, 공감, 덕윤리, 연민, 윤리적 질료, 타자화",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002808683,ART002808683,,,,,,,,,,,
낙태의 도덕성에 대한 덕 윤리적 함의,장동익,2020,1,16,공주교육대학교,공주교육대학교,학제간연구,문화와융합,인문사회예술융합학회,"낙태, 권리 이론, 의무 윤리, 덕 윤리, 종차별주의","권리 이론, 낙태, 덕 윤리, 의무 윤리, 종차별주의",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002570212,ART002570212,,,,,,,,,,,
환경 행위 윤리에서 환경 덕 윤리로,장동익,2014,7,15,공주교육대학교,공주교육대학교,과학/자연철학,환경철학,한국환경철학회,"환경 덕 윤리, 환경 행위 윤리, 환경적 덕, 환경 영웅","환경 덕 윤리, 환경 영웅, 환경 행위 윤리, 환경적 덕",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART001884097,ART001884097,,,,,,,,,,,
불교 덕 윤리,안옥선,2010,4,8,순천대학교,국립순천대학교,철학,인간.환경.미래,인간환경미래연구원,"불교 덕 윤리, 탐진치, 성품 변혁, 성품 완성상태","불교 덕 윤리, 성품 변혁, 성품 완성상태, 탐진치",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART001629818,ART001629818,,,,,,,,,,,
